Line_ID,Invoice_ID,Sale_Date,Sale_Time,Year,Month_Number,Month_Name,Day_of_Week,Is_Weekend,Store_ID,Store_Name,City,Sales_Channel,Customer_Type,Customer_ID,Cashier_ID,SKU,Category,Subcategory,Brand,Product_Name,Pack_Size,Quantity,Unit_Price_LKR,Gross_Sales_LKR,Discount_Pct,Discount_Amount_LKR,Net_Sales_LKR,Unit_Cost_LKR,Cost_of_Goods_LKR,Gross_Profit_LKR,Payment_Method,Promotion
LIN-0000327,INV-2025-000101,5/1/2025,8:51:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,BAK001,Bakery,Bread,Prima,Sandwich Bread,450 g,1,210,210,0,0,210,146.52,146.52,63.48,LankaQR,None
LIN-0000328,INV-2025-000101,5/1/2025,8:51:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,SNK001,Snacks & Confectionery,Biscuits,Munchee,Tikiri Marie,360 g,2,425,850,0,0,850,312.22,624.44,225.56,LankaQR,None
LIN-0000329,INV-2025-000101,5/1/2025,8:51:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,PER005,Personal Care,Oral Care,Closeup,Toothpaste Red Hot,120 g,2,410,820,0,0,820,294.85,589.7,230.3,LankaQR,None
LIN-0000330,INV-2025-000101,5/1/2025,8:51:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,GRO009,Grocery Staples,Noodles,Prima KottuMee,Hot & Spicy Noodles,80 g,1,130,130,0,0,130,92.28,92.28,37.72,LankaQR,None
LIN-0000331,INV-2025-000102,5/1/2025,18:49:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,DAI005,Dairy & Eggs,Yoghurt,Highland,Set Yoghurt,80 g,2,90,180,0,0,180,61.01,122.02,57.98,LankaQR,None
LIN-0000332,INV-2025-000102,5/1/2025,18:49:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,BEV001,Beverages,Tea,Dilmah,Premium Ceylon Tea,100 bags,1,975,975,0,0,975,762.02,762.02,212.98,LankaQR,None
LIN-0000333,INV-2025-000102,5/1/2025,18:49:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,GRO010,Grocery Staples,Noodles,Prima,Instant Noodles Chicken,74 g,3,120,360,0,0,360,86.27,258.81,101.19,LankaQR,None
LIN-0000334,INV-2025-000102,5/1/2025,18:49:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,DAI006,Dairy & Eggs,Yoghurt,Kotmale,Vanilla Yoghurt,80 g,1,100,100,0,0,100,67.83,67.83,32.17,LankaQR,None
LIN-0000335,INV-2025-000103,5/1/2025,20:26:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,RIC005,Rice & Grains,Rice,Nipuna,Nadu Rice,1 kg,1,300,300,0,0,300,255.26,255.26,44.74,Cash,None
LIN-0000336,INV-2025-000103,5/1/2025,20:26:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,GRO017,Grocery Staples,Breakfast,Samaposha,Cereal Mix,200 g,1,320,320,0,0,320,235.56,235.56,84.44,Cash,None
LIN-0000337,INV-2025-000103,5/1/2025,20:26:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,CHI002,Chilled & Frozen,Chicken,Crysbro,Chicken Breast,500 g,1,895,895,0,0,895,763.64,763.64,131.36,Cash,None
LIN-0000338,INV-2025-000104,5/1/2025,17:00:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,RIC005,Rice & Grains,Rice,Nipuna,Nadu Rice,1 kg,1,300,300,0,0,300,259.3,259.3,40.7,Cash,None
LIN-0000339,INV-2025-000104,5/1/2025,17:00:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,PER001,Personal Care,Soap,Lifebuoy,Total Soap,100 g,1,190,190,0,0,190,131.82,131.82,58.18,Cash,None
LIN-0000340,INV-2025-000104,5/1/2025,17:00:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,DAI001,Dairy & Eggs,Milk Powder,Anchor,Full Cream Milk Powder,400 g,1,1205,1205,0,0,1205,1074.01,1074.01,130.99,Cash,None
LIN-0000341,INV-2025-000104,5/1/2025,17:00:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,PRO007,Fresh Produce,Coconut,Local Produce,Fresh Coconut,1 each,1,160,160,0,0,160,127.69,127.69,32.31,Cash,None
LIN-0000342,INV-2025-000105,5/1/2025,13:21:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1613,CSH-04,PRO001,Fresh Produce,Vegetables,Local Produce,Big Onions,1 kg,1,435,435,0,0,435,358.21,358.21,76.79,Cash,None
LIN-0000343,INV-2025-000106,5/1/2025,16:37:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,BEV002,Beverages,Tea,Watawala,Tea,200 g,1,590,590,0,0,590,467.38,467.38,122.62,Debit/Credit Card,None
LIN-0000344,INV-2025-000106,5/1/2025,16:37:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,GRO001,Grocery Staples,Flour,Prima,Wheat Flour,1 kg,1,290,290,0,0,290,246.81,246.81,43.19,Debit/Credit Card,None
LIN-0000345,INV-2025-000106,5/1/2025,16:37:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,GRO015,Grocery Staples,Spices,Wijaya,Chilli Powder,100 g,2,255,510,0,0,510,185.47,370.94,139.06,Debit/Credit Card,None
LIN-0000346,INV-2025-000106,5/1/2025,16:37:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-05,RIC002,Rice & Grains,Rice,Araliya,Samba Rice,5 kg,1,1695,1695,0,0,1695,1489.36,1489.36,205.64,Debit/Credit Card,None
LIN-0000347,INV-2025-000107,5/1/2025,12:19:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Loyalty Member,CUS-1022,ONLINE,GRO005,Grocery Staples,Pulses,Generic,Red Dhal,1 kg,1,515,515,0.05,25.75,489.25,452.13,452.13,37.12,Cash,Weekend Deal
LIN-0000348,INV-2025-000107,5/1/2025,12:19:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Loyalty Member,CUS-1022,ONLINE,BEV004,Beverages,Soft Drinks,Coca-Cola,Original Taste,1.5 L,1,425,425,0,0,425,316.05,316.05,108.95,Cash,None
LIN-0000349,INV-2025-000107,5/1/2025,12:19:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Loyalty Member,CUS-1022,ONLINE,CHI001,Chilled & Frozen,Chicken,Bairaha,Whole Chicken,1 kg,1,1330,1330,0,0,1330,1181.97,1181.97,148.03,Cash,None
LIN-0000350,INV-2025-000108,5/1/2025,17:19:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0857,CSH-02,SNK008,Snacks & Confectionery,Nuts,Nut House,Roasted Peanuts,200 g,2,420,840,0.05,42,798,305.76,611.52,186.48,Gift Voucher,Weekend Deal
LIN-0000351,INV-2025-000108,5/1/2025,17:19:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0857,CSH-02,GRO015,Grocery Staples,Spices,Wijaya,Chilli Powder,100 g,2,265,530,0,0,530,188.83,377.66,152.34,Gift Voucher,None
LIN-0000352,INV-2025-000108,5/1/2025,17:19:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0857,CSH-02,BEV006,Beverages,Soft Drinks,Elephant House,Cream Soda,1.5 L,3,400,1200,0,0,1200,295.09,885.27,314.73,Gift Voucher,None
LIN-0000353,INV-2025-000109,5/1/2025,8:11:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0225,CSH-05,SNK005,Snacks & Confectionery,Chocolate,Ritzbury,Revello Chocolate,100 g,1,365,365,0,0,365,244.54,244.54,120.46,LankaQR,None
LIN-0000354,INV-2025-000110,5/1/2025,9:38:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,GRO013,Grocery Staples,Sauces,MD,Tomato Sauce,400 g,1,485,485,0,0,485,369.61,369.61,115.39,LankaQR,None
LIN-0000355,INV-2025-000110,5/1/2025,9:38:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,BEV008,Beverages,Bottled Water,Aquafresh,Drinking Water,1.5 L,1,150,150,0,0,150,90.85,90.85,59.15,LankaQR,None
LIN-0000356,INV-2025-000110,5/1/2025,9:38:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,DAI009,Dairy & Eggs,Eggs,Local Farm,Brown Eggs,10 pack,1,695,695,0,0,695,624.07,624.07,70.93,LankaQR,None
LIN-0000357,INV-2025-000110,5/1/2025,9:38:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,HOU008,Household,Bags,Generic,Garbage Bags - Medium,20 pack,1,335,335,0,0,335,223.15,223.15,111.85,LankaQR,None
LIN-0000358,INV-2025-000111,5/1/2025,8:34:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,BAK001,Bakery,Bread,Prima,Sandwich Bread,450 g,1,215,215,0,0,215,147.29,147.29,67.71,Debit/Credit Card,None
LIN-0000359,INV-2025-000111,5/1/2025,8:34:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,DAI005,Dairy & Eggs,Yoghurt,Highland,Set Yoghurt,80 g,2,90,180,0,0,180,60.51,121.02,58.98,Debit/Credit Card,None
LIN-0000360,INV-2025-000111,5/1/2025,8:34:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,PRO006,Fresh Produce,Fruit,Imported,Apples - Red,4 pack,1,830,830,0,0,830,680.54,680.54,149.46,Debit/Credit Card,None
LIN-0000361,INV-2025-000112,5/1/2025,9:03:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1757,CSH-01,DAI004,Dairy & Eggs,Fresh Milk,Kotmale,UHT Full Cream Milk,1 L,1,580,580,0,0,580,460.87,460.87,119.13,Cash,None
LIN-0000362,INV-2025-000112,5/1/2025,9:03:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1757,CSH-01,GRO007,Grocery Staples,Oil,Fortune,Vegetable Oil,1 L,1,885,885,0,0,885,780.36,780.36,104.64,Cash,None
LIN-0000363,INV-2025-000112,5/1/2025,9:03:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1757,CSH-01,HOU002,Household,Laundry,Surf Excel,Washing Powder,1 kg,1,1170,1170,0.05,58.5,1111.5,911.04,911.04,200.46,Cash,Weekend Deal
LIN-0000364,INV-2025-000113,5/1/2025,9:32:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1606,CSH-01,CHI001,Chilled & Frozen,Chicken,Bairaha,Whole Chicken,1 kg,1,1355,1355,0,0,1355,1200.58,1200.58,154.42,Cash,None
LIN-0000365,INV-2025-000113,5/1/2025,9:32:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1606,CSH-01,PRO007,Fresh Produce,Coconut,Local Produce,Fresh Coconut,1 each,1,160,160,0.05,8,152,129.58,129.58,22.42,Cash,Loyalty Discount
LIN-0000366,INV-2025-000114,5/1/2025,10:25:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,PRO001,Fresh Produce,Vegetables,Local Produce,Big Onions,1 kg,1,445,445,0,0,445,367.77,367.77,77.23,Debit/Credit Card,None
LIN-0000367,INV-2025-000114,5/1/2025,10:25:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,BEV001,Beverages,Tea,Dilmah,Premium Ceylon Tea,100 bags,1,965,965,0,0,965,766.16,766.16,198.84,Debit/Credit Card,None
LIN-0000368,INV-2025-000114,5/1/2025,10:25:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,RIC004,Rice & Grains,Rice,Rathna,Red Raw Rice,1 kg,3,330,990,0,0,990,280.72,842.16,147.84,Debit/Credit Card,None
LIN-0000369,INV-2025-000114,5/1/2025,10:25:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,HOU001,Household,Laundry,Sunlight,Laundry Soap,120 g,1,155,155,0,0,155,106.9,106.9,48.1,Debit/Credit Card,None
LIN-0000370,INV-2025-000114,5/1/2025,10:25:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,RIC002,Rice & Grains,Rice,Araliya,Samba Rice,5 kg,1,1715,1715,0,0,1715,1486.56,1486.56,228.44,Debit/Credit Card,None
LIN-0000371,INV-2025-000115,5/1/2025,20:04:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1597,CSH-04,GRO004,Grocery Staples,Salt,Raigam,Crystal Salt,1 kg,2,145,290,0,0,290,107.28,214.56,75.44,Debit/Credit Card,None
LIN-0000372,INV-2025-000115,5/1/2025,20:04:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1597,CSH-04,PRO007,Fresh Produce,Coconut,Local Produce,Fresh Coconut,1 each,2,160,320,0,0,320,128.07,256.14,63.86,Debit/Credit Card,None
LIN-0000373,INV-2025-000115,5/1/2025,20:04:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1597,CSH-04,GRO010,Grocery Staples,Noodles,Prima,Instant Noodles Chicken,74 g,1,120,120,0,0,120,86.58,86.58,33.42,Debit/Credit Card,None
LIN-0000374,INV-2025-000115,5/1/2025,20:04:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1597,CSH-04,GRO003,Grocery Staples,Sugar,Generic,White Sugar,1 kg,1,315,315,0.05,15.75,299.25,273.31,273.31,25.94,Debit/Credit Card,Weekend Deal
LIN-0000375,INV-2025-000116,5/1/2025,20:03:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1353,CSH-04,BEV002,Beverages,Tea,Watawala,Tea,200 g,1,595,595,0,0,595,472.76,472.76,122.24,Cash,None
LIN-0000376,INV-2025-000116,5/1/2025,20:03:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1353,CSH-04,PER007,Personal Care,Baby Care,Baby Cheramy,Baby Cologne,100 ml,1,525,525,0,0,525,383.03,383.03,141.97,Cash,None
LIN-0000377,INV-2025-000116,5/1/2025,20:03:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1353,CSH-04,GRO001,Grocery Staples,Flour,Prima,Wheat Flour,1 kg,1,285,285,0,0,285,239.36,239.36,45.64,Cash,None
LIN-0000378,INV-2025-000116,5/1/2025,20:03:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-1353,CSH-04,PRO007,Fresh Produce,Coconut,Local Produce,Fresh Coconut,1 each,3,160,480,0,0,480,129.87,389.61,90.39,Cash,None
LIN-0000379,INV-2025-000117,5/1/2025,15:33:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,DAI003,Dairy & Eggs,Fresh Milk,Highland,Fresh Milk,1 L,1,565,565,0,0,565,456.35,456.35,108.65,Debit/Credit Card,None
LIN-0000380,INV-2025-000117,5/1/2025,15:33:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,BAK003,Bakery,Cakes,Local Bakery,Butter Cake,400 g,1,680,680,0,0,680,444.65,444.65,235.35,Debit/Credit Card,None
LIN-0000381,INV-2025-000117,5/1/2025,15:33:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,DAI001,Dairy & Eggs,Milk Powder,Anchor,Full Cream Milk Powder,400 g,1,1170,1170,0,0,1170,1019.23,1019.23,150.77,Debit/Credit Card,None
LIN-0000382,INV-2025-000117,5/1/2025,15:33:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-01,PER005,Personal Care,Oral Care,Closeup,Toothpaste Red Hot,120 g,1,405,405,0,0,405,295.8,295.8,109.2,Debit/Credit Card,None
LIN-0000383,INV-2025-000118,5/1/2025,8:32:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,BEV008,Beverages,Bottled Water,Aquafresh,Drinking Water,1.5 L,1,150,150,0,0,150,91.26,91.26,58.74,Debit/Credit Card,None
LIN-0000384,INV-2025-000118,5/1/2025,8:32:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,SNK004,Snacks & Confectionery,Biscuits,Maliban,Lemon Puff,200 g,1,280,280,0.1,28,252,198.65,198.65,53.35,Debit/Credit Card,Weekend Deal
LIN-0000385,INV-2025-000118,5/1/2025,8:32:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-02,SNK001,Snacks & Confectionery,Biscuits,Munchee,Tikiri Marie,360 g,1,430,430,0,0,430,312.36,312.36,117.64,Debit/Credit Card,None
LIN-0000386,INV-2025-000119,5/1/2025,18:05:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0011,CSH-04,BEV004,Beverages,Soft Drinks,Coca-Cola,Original Taste,1.5 L,2,425,850,0,0,850,322.69,645.38,204.62,LankaQR,None
LIN-0000387,INV-2025-000119,5/1/2025,18:05:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0011,CSH-04,SNK002,Snacks & Confectionery,Biscuits,Maliban,Cream Crackers,500 g,1,615,615,0,0,615,460.44,460.44,154.56,LankaQR,None
LIN-0000388,INV-2025-000119,5/1/2025,18:05:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0011,CSH-04,PRO005,Fresh Produce,Fruit,Local Produce,Bananas - Ambul,1 kg,1,375,375,0,0,375,280.58,280.58,94.42,LankaQR,None
LIN-0000389,INV-2025-000120,5/1/2025,16:03:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,BAK003,Bakery,Cakes,Local Bakery,Butter Cake,400 g,1,685,685,0,0,685,451.02,451.02,233.98,Mobile Wallet,None
LIN-0000390,INV-2025-000120,5/1/2025,16:03:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,PER006,Personal Care,Sanitary Care,Fems,Sanitary Napkins,10 pack,1,465,465,0,0,465,339.57,339.57,125.43,Mobile Wallet,None
LIN-0000391,INV-2025-000120,5/1/2025,16:03:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,GRO010,Grocery Staples,Noodles,Prima,Instant Noodles Chicken,74 g,1,120,120,0,0,120,85.75,85.75,34.25,Mobile Wallet,None
LIN-0000392,INV-2025-000120,5/1/2025,16:03:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,PRO002,Fresh Produce,Vegetables,Local Produce,Potatoes,1 kg,3,370,1110,0,0,1110,298.5,895.5,214.5,Mobile Wallet,None
LIN-0000393,INV-2025-000121,5/1/2025,17:46:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0189,CSH-05,GRO017,Grocery Staples,Breakfast,Samaposha,Cereal Mix,200 g,1,315,315,0,0,315,230.08,230.08,84.92,Cash,None
LIN-0000394,INV-2025-000121,5/1/2025,17:46:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0189,CSH-05,PER001,Personal Care,Soap,Lifebuoy,Total Soap,100 g,2,190,380,0,0,380,133.34,266.68,113.32,Cash,None
LIN-0000395,INV-2025-000121,5/1/2025,17:46:00,2025,1,January,Sunday,Yes,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0189,CSH-05,GRO009,Grocery Staples,Noodles,Prima KottuMee,Hot & Spicy Noodles,80 g,1,130,130,0,0,130,93.66,93.66,36.34,Cash,None
LIN-0000396,INV-2025-000122,6/1/2025,17:32:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,RIC001,Rice & Grains,Rice,Araliya,Nadu Rice,5 kg,1,1420,1420,0,0,1420,1260.51,1260.51,159.49,Cash,None
LIN-0000397,INV-2025-000122,6/1/2025,17:32:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,PRO002,Fresh Produce,Vegetables,Local Produce,Potatoes,1 kg,1,380,380,0,0,380,305.12,305.12,74.88,Cash,None
LIN-0000398,INV-2025-000122,6/1/2025,17:32:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,PRO004,Fresh Produce,Vegetables,Local Produce,Carrots,500 g,1,300,300,0,0,300,233.39,233.39,66.61,Cash,None
LIN-0000399,INV-2025-000122,6/1/2025,17:32:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,CHI001,Chilled & Frozen,Chicken,Bairaha,Whole Chicken,1 kg,1,1375,1375,0,0,1375,1194.73,1194.73,180.27,Cash,None
LIN-0000400,INV-2025-000122,6/1/2025,17:32:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,WhatsApp Order,Walk-in,GUEST,ONLINE,PRO003,Fresh Produce,Vegetables,Local Produce,Tomatoes,1 kg,1,440,440,0,0,440,344.13,344.13,95.87,Cash,None
LIN-0000401,INV-2025-000123,6/1/2025,21:04:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,PER001,Personal Care,Soap,Lifebuoy,Total Soap,100 g,1,190,190,0,0,190,133.12,133.12,56.88,Cash,None
LIN-0000402,INV-2025-000123,6/1/2025,21:04:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,GRO008,Grocery Staples,Oil,Marina,Coconut Oil,1 L,3,1110,3330,0,0,3330,952.17,2856.51,473.49,Cash,None
LIN-0000403,INV-2025-000124,6/1/2025,18:59:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0813,CSH-04,DAI001,Dairy & Eggs,Milk Powder,Anchor,Full Cream Milk Powder,400 g,1,1205,1205,0,0,1205,1064.47,1064.47,140.53,LankaQR,None
LIN-0000404,INV-2025-000125,6/1/2025,17:20:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-03,CHI001,Chilled & Frozen,Chicken,Bairaha,Whole Chicken,1 kg,1,1350,1350,0,0,1350,1185.83,1185.83,164.17,Cash,None
LIN-0000405,INV-2025-000126,6/1/2025,16:58:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0952,CSH-05,CHI002,Chilled & Frozen,Chicken,Crysbro,Chicken Breast,500 g,1,875,875,0,0,875,749.87,749.87,125.13,Debit/Credit Card,None
LIN-0000406,INV-2025-000126,6/1/2025,16:58:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Loyalty Member,CUS-0952,CSH-05,DAI005,Dairy & Eggs,Yoghurt,Highland,Set Yoghurt,80 g,1,90,90,0,0,90,61.12,61.12,28.88,Debit/Credit Card,None
LIN-0000407,INV-2025-000127,6/1/2025,14:42:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,PER008,Personal Care,Skin Care,Vaseline,Petroleum Jelly,100 ml,1,530,530,0,0,530,374.39,374.39,155.61,Debit/Credit Card,None
LIN-0000408,INV-2025-000127,6/1/2025,14:42:00,2025,1,January,Monday,No,STR-001,LankaMart - Colombo Suburban Store,Maharagama,In-store,Walk-in,GUEST,CSH-04,BEV002,Beverages,Tea,Watawala,Tea,200 g,1,600,600,0,0,600,473.64,473.64,126.36,Debit/Credit Card,None
